timestamp,source,category,business_service,description,severity,status,recommended_action
2026-06-01 05:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 20 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 05:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 16 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 05:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Critical: CPU 26%, memory 91%, disk 73%, latency 31ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 05:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 46 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 05:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Critical: CPU 94%, memory 40%, disk 84%, latency 185ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 05:00:00,UPS-01,UPS,Facilities,Load Threshold Exceeded detected on UPS-01 at Power Room A.,Medium,Resolved,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 05:00:00,DOOR-ACCESS-01,Security,Facilities,Camera Offline detected on DOOR-ACCESS-01 at Main Entrance.,Critical,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 05:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 37%, memory 42%, disk 44%, latency 81ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 06:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 12 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 06:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 27%, memory 67%, disk 85%, latency 66ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 06:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Critical: CPU 37%, memory 91%, disk 56%, latency 41ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 06:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 23%, memory 32%, disk 67%, latency 99ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 06:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 14 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 06:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Delayed; duration 10 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 06:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 22 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 06:00:00,GEN-01,Generator,Facilities,Maintenance Required detected on GEN-01 at Exterior Pad.,Medium,Open,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 06:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Failed; duration 43 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 07:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 13 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 07:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 12 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 07:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 15 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 07:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 90%, memory 53%, disk 83%, latency 75ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 07:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 54%, memory 34%, disk 61%, latency 74ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 07:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Critical: CPU 92%, memory 77%, disk 45%, latency 115ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 07:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 70 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Failed; duration 61 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Nightly_Backup,Production Control,Backup,BPE job Nightly_Backup Failed; duration 8 min vs SLA 60 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Failed; duration 62 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 14 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Failed; duration 3 min vs SLA 10 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Delayed; duration 6 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Delayed; duration 15 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 49 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 08:00:00,CRAC-02,HVAC,Facilities,Airflow Alert detected on CRAC-02 at Data Hall B.,Critical,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 08:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 44%, memory 66%, disk 62%, latency 75ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 08:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Critical: CPU 43%, memory 95%, disk 51%, latency 81ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 08:00:00,DOOR-ACCESS-01,Security,Facilities,Camera Offline detected on DOOR-ACCESS-01 at Main Entrance.,Medium,Open,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 08:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 56%, memory 30%, disk 69%, latency 65ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 08:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Warning: CPU 48%, memory 45%, disk 37%, latency 89ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 09:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 22 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 09:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Critical: CPU 93%, memory 63%, disk 60%, latency 200ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 09:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 17 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 09:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 20 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 09:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 59 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 09:00:00,CRAC-01,HVAC,Facilities,Airflow Alert detected on CRAC-01 at Data Hall A.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 10:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 18 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 10:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 11 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 10:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 70 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 10:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Critical: CPU 28%, memory 63%, disk 96%, latency 116ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 10:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Warning: CPU 52%, memory 76%, disk 88%, latency 68ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 10:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 30%, memory 40%, disk 92%, latency 98ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 10:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 11 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 10:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Failed; duration 3 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 11:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Failed; duration 57 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 11:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Delayed; duration 45 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 11:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Critical: CPU 96%, memory 28%, disk 38%, latency 126ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 11:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 53 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 11:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 20 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 11:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 13 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 11:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Failed; duration 14 min vs SLA 6 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 12:00:00,CRAC-02,HVAC,Facilities,Temperature High detected on CRAC-02 at Data Hall B.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 12:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 58 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 12:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Critical: CPU 99%, memory 57%, disk 42%, latency 114ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 12:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Critical: CPU 88%, memory 54%, disk 98%, latency 101ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 12:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 19%, memory 87%, disk 97%, latency 59ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 12:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 52%, memory 26%, disk 97%, latency 38ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 12:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 59%, memory 63%, disk 53%, latency 63ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 12:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 42%, memory 65%, disk 85%, latency 98ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 12:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 21 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 12:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 22 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 12:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 17 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 12:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 70 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 13:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 65 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 13:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 67 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 13:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 55 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 13:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 13 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 13:00:00,UPS-02,UPS,Facilities,Load Threshold Exceeded detected on UPS-02 at Power Room B.,Critical,Open,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 13:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 27%, memory 55%, disk 49%, latency 86ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 13:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 64%, memory 58%, disk 73%, latency 45ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 13:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 52%, memory 77%, disk 38%, latency 52ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 13:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 8 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 13 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Failed; duration 7 min vs SLA 8 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Delayed; duration 16 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Delayed; duration 14 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,Nightly_Backup,Production Control,Backup,BPE job Nightly_Backup Delayed; duration 21 min vs SLA 60 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 93%, memory 76%, disk 64%, latency 119ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 14:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 52%, memory 76%, disk 84%, latency 118ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 14:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 42%, memory 85%, disk 42%, latency 90ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 14:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Delayed; duration 13 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 14:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 53%, memory 35%, disk 51%, latency 16ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 14:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 42%, memory 42%, disk 56%, latency 63ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 15:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 56 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 15:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Failed; duration 36 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 15:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 13 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 15:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 10 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 15:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 66%, memory 35%, disk 94%, latency 109ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 15:00:00,UPS-02,UPS,Facilities,Bypass Mode detected on UPS-02 at Power Room B.,Critical,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 15:00:00,UPS-01,UPS,Facilities,Battery Warning detected on UPS-01 at Power Room A.,Medium,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 15:00:00,GEN-01,Generator,Facilities,Maintenance Required detected on GEN-01 at Exterior Pad.,Medium,Resolved,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 15:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 20%, memory 26%, disk 91%, latency 67ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 15:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 26%, memory 53%, disk 86%, latency 97ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 15:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Warning: CPU 42%, memory 37%, disk 71%, latency 58ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 15:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 15 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 16:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 20%, memory 65%, disk 87%, latency 99ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 51%, memory 36%, disk 85%, latency 87ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 62%, memory 53%, disk 71%, latency 87ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 72%, memory 90%, disk 54%, latency 22ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 92%, memory 51%, disk 74%, latency 182ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,UPS-02,UPS,Facilities,Load Threshold Exceeded detected on UPS-02 at Power Room B.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 16:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 24%, memory 37%, disk 63%, latency 60ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Critical: CPU 94%, memory 68%, disk 97%, latency 198ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 16:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 10 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 16:00:00,CRAC-02,HVAC,Facilities,Temperature High detected on CRAC-02 at Data Hall B.,Medium,Open,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 16:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 47 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 16:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Delayed; duration 17 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 16:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 15 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 16:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 18 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 17:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 57 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 17:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Failed; duration 18 min vs SLA 10 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 17:00:00,Nightly_Backup,Production Control,Backup,BPE job Nightly_Backup Success; duration 63 min vs SLA 60 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 17:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Critical: CPU 90%, memory 50%, disk 47%, latency 26ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 17:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 90%, memory 72%, disk 61%, latency 85ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 17:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 29%, memory 64%, disk 79%, latency 117ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 17:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 12 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 17:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 89%, memory 93%, disk 79%, latency 91ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 17:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 72%, memory 35%, disk 78%, latency 120ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 17:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 88%, memory 46%, disk 70%, latency 64ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 18:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Critical: CPU 92%, memory 43%, disk 54%, latency 137ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 18:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 53 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
